step,reward,mean_capacity,min_capacity,max_capacity,loss,eps
0.0,0.02096340439895367,0.6432706167261932,0.02096340439895367,1.1913162894035796,0.0,0.9
1.0,0.5173350076461701,0.9122218827617894,0.5173350076461701,1.249826836061068,0.0,0.897004994449071
2.0,0.47160679355505525,1.1166024387126565,0.47160679355505525,1.25,0.0,0.894019955629531
3.0,0.6119804928998654,1.0905403972868064,0.6119804928998654,1.25,0.0,0.8910448503742513
4.0,0.08985667538758565,0.8753312798766852,0.08985667538758565,1.25,0.0,0.8880796456264761
5.0,0.3977786376336521,1.0230670863763462,0.3977786376336521,1.249415838101452,0.0,0.8851243084394558
6.0,0.4536789552508329,1.0665394834340698,0.4536789552508329,1.2474837957623748,0.0,0.8821788059760798
7.0,0.2327738405787066,0.9219557000359322,0.2327738405787066,1.25,0.0,0.8792431055085128
8.0,0.8573806349743204,1.1724985635281677,0.8573806349743204,1.2490201156373961,0.0,0.8763171744178305
9.0,0.1251722326348564,0.9385179437349098,0.1251722326348564,1.244428443389685,0.0,0.8734009801936573
10.0,0.14221881890673416,0.9666175390931266,0.14221881890673416,1.25,0.0,0.8704944904338053
11.0,0.9219049397045171,1.179653890303675,0.9219049397045171,1.25,0.0,0.8675976728439139
12.0,0.0626133300111028,0.7968127107878387,0.0626133300111028,1.25,0.0,0.8647104952370909
13.0,0.77111574985242,1.0687956277672481,0.77111574985242,1.25,0.0,0.8618329255335557
14.0,0.19793062839529604,1.0253224107682135,0.19793062839529604,1.249957400314121,0.0,0.858964931760282
15.0,1.1479733060198116,1.2051541710372382,1.1479733060198116,1.25,0.0,0.8561064820506427
16.0,0.5452723411354792,1.056534714195134,0.5452723411354792,1.25,0.0,0.853257544644056
17.0,0.23546697059881624,0.887471339003071,0.23546697059881624,1.25,0.0,0.8504180878856326
18.0,0.11680385613891589,0.8209647428578914,0.11680385613891589,1.25,0.0,0.8475880802258239
19.0,0.0647262112085024,0.8037553499698505,0.0647262112085024,1.25,0.0,0.8447674902200709
20.0,0.19825148444510987,1.0612793765774735,0.19825148444510987,1.2413974902004807,0.0,0.841956286528456
21.0,0.378251227878213,0.9967122037249126,0.378251227878213,1.25,0.0,0.8391544379153535
22.0,0.19333080423467588,0.7988127888232089,0.19333080423467588,1.25,0.0,0.8363619132490833
