step,reward,mean_capacity,min_capacity,max_capacity,loss,eps
0.0,0.010261168390638656,0.682756442883832,0.010261168390638656,1.25,0.0,0.9
1.0,0.011629802367574715,0.712212159867739,0.011629802367574715,1.24181413463439,0.0,0.897004994449071
2.0,0.07159637631957966,0.8596336188844524,0.07159637631957966,1.2384954903035046,0.0,0.894019955629531
3.0,0.15336854937531544,0.9098713408548,0.15336854937531544,1.2389801807731107,0.0,0.8910448503742513
4.0,0.07268966548301016,0.8242222113976225,0.07268966548301016,1.244941278184634,0.0,0.8880796456264761
5.0,0.04218920054161062,0.8022903575868601,0.04218920054161062,1.2488040945834475,0.0,0.8851243084394558
6.0,0.011987230814925302,0.8024321219212724,0.011987230814925302,1.245415591175247,0.0,0.8821788059760798
7.0,0.004738354363048768,0.7235047996894487,0.004738354363048768,1.2210105988484035,0.0,0.8792431055085128
8.0,0.5502922457883598,0.9700432655936148,0.5502922457883598,1.2333090880793203,0.0,0.8763171744178305
9.0,0.0038042013314422882,0.7996700254494782,0.0038042013314422882,1.25,0.0,0.8734009801936573
10.0,0.1022548254009522,0.9649504315844167,0.1022548254009522,1.2496785700485022,0.0,0.8704944904338053
11.0,0.02064686412686807,0.9718834560541817,0.02064686412686807,1.25,0.0,0.8675976728439139
12.0,0.005937656730403114,0.6336646539658661,0.005937656730403114,1.2204046982136207,0.0,0.8647104952370909
13.0,0.014865530191955686,0.6641414438764749,0.014865530191955686,1.2441860908214615,0.0,0.8618329255335557
14.0,0.26821017300149064,0.8953732429607418,0.26821017300149064,1.2475341274678065,0.0,0.858964931760282
15.0,0.2562260483083053,0.9689132541327206,0.2562260483083053,1.2459002721066852,0.0,0.8561064820506427
16.0,0.049042420482889405,0.7974401331534168,0.049042420482889405,1.2461961281265066,0.0,0.853257544644056
17.0,0.008681598377544899,0.7299999343144126,0.008681598377544899,1.240477928680388,0.0,0.8504180878856326
18.0,0.01215489928690438,0.9101017518185183,0.01215489928690438,1.25,0.0,0.8475880802258239
19.0,0.0279644098469495,0.7676203034624799,0.0279644098469495,1.25,0.0,0.8447674902200709
20.0,0.0034832944598331937,0.7688042455970057,0.0034832944598331937,1.25,0.0,0.841956286528456
21.0,0.028608307084007783,0.7618253069769766,0.028608307084007783,1.25,0.0,0.8391544379153535
22.0,0.20214823686553668,0.8928059841127016,0.20214823686553668,1.25,0.0,0.8363619132490833
23.0,0.007070310212662307,0.8783966386574911,0.007070310212662307,1.25,0.0,0.8335786815015647
24.0,0.03041898447237448,0.7962099721134104,0.03041898447237448,1.234969338465897,0.0,0.8308047117479722
25.0,0.12257592063629617,0.8948121257103097,0.12257592063629617,1.2349222882180253,0.0,0.828039973166391
26.0,0.0532357940699897,0.8420366340222675,0.0532357940699897,1.235519354572143,0.0,0.8252844350374748
27.0,0.08892154554225491,0.8462865702699199,0.08892154554225491,1.2374395248108883,0.0,0.8225380667441053
28.0,0.027187034069342027,0.6692871776762584,0.027187034069342027,1.2491257718074382,0.0,0.819800837771051
