step,reward,mean_capacity,min_capacity,max_capacity,loss,eps
0.0,0.9816675509474067,1.2229431105145572,0.9816675509474067,1.25,0.0,0.9
1.0,1.1774729816954466,1.2387810786098794,1.1774729816954466,1.249915194492347,0.0,0.897004994449071
2.0,1.1854197325737545,1.2377631167888763,1.1854197325737545,1.2496256659060416,0.0,0.894019955629531
3.0,0.6482873307888583,1.2067651118205902,0.6482873307888583,1.2499896815160456,0.0,0.8910448503742513
4.0,0.9758284373885349,1.2241416242877015,0.9758284373885349,1.249813504119602,0.0,0.8880796456264761
5.0,1.169972680798563,1.2368758128625266,1.169972680798563,1.2499151554599808,0.0,0.8851243084394558
6.0,1.0869912595120024,1.221732107433652,1.0869912595120024,1.2499867819331443,0.0,0.8821788059760798
7.0,0.04559033277132462,1.1695885651555826,0.04559033277132462,1.2499220899572456,0.0,0.8792431055085128
8.0,1.0663506058729586,1.2275948238452117,1.0663506058729586,1.2499997645257235,0.0,0.8763171744178305
9.0,0.21630942013007182,1.1724530895848995,0.21630942013007182,1.249772216993408,0.0,0.8734009801936573
10.0,0.9821877695714372,1.2140508260915748,0.9821877695714372,1.25,0.0,0.8704944904338053
11.0,0.5910201225093702,1.158184795976391,0.5910201225093702,1.2499989438647443,0.0,0.8675976728439139
12.0,0.18088622705666438,1.1527363655601488,0.18088622705666438,1.25,0.0,0.8647104952370909
13.0,0.9283291442313988,1.2064182428950807,0.9283291442313988,1.249840158566289,0.0,0.8618329255335557
14.0,1.11056777710828,1.2337792285883664,1.11056777710828,1.249605087036269,0.0,0.858964931760282
15.0,0.9872505783261021,1.2150499168841358,0.9872505783261021,1.2498036851725651,0.0,0.8561064820506427
16.0,1.2229157138866402,1.242195650658759,1.2229157138866402,1.2499700668133844,0.0,0.853257544644056
17.0,0.8360146430637146,1.2196596566711038,0.8360146430637146,1.2499271078608212,0.0,0.8504180878856326
18.0,0.9336982924132089,1.2112633019184273,0.9336982924132089,1.2499084218826089,0.0,0.8475880802258239
19.0,0.9772111955033002,1.2275750822128457,0.9772111955033002,1.2499351843355433,0.0,0.8447674902200709
20.0,0.9970684982300921,1.2164964219835082,0.9970684982300921,1.2496698291516477,0.0,0.841956286528456
21.0,0.8097792595873938,1.1666950106532428,0.8097792595873938,1.2498377643090306,0.0,0.8391544379153535
22.0,0.2749917820984488,1.0972071579465679,0.2749917820984488,1.2499718137821298,0.0,0.8363619132490833
23.0,1.1287989805424077,1.2333453724946608,1.1287989805424077,1.2499889666113997,0.0,0.8335786815015647
24.0,1.1498043200925443,1.229274578436133,1.1498043200925443,1.2496791035368153,0.0,0.8308047117479722
