step,reward,mean_capacity,min_capacity,max_capacity,loss,eps
0.0,0.37338783438979445,1.1276204194490727,0.37338783438979445,1.2496969008550436,0.0,0.9
1.0,0.27674496154572015,1.1436049158871566,0.27674496154572015,1.25,0.0,0.897004994449071
2.0,0.16936951224327773,1.180085869188731,0.16936951224327773,1.2499619586883164,0.0,0.894019955629531
3.0,0.3450013086567055,1.1438546645239556,0.3450013086567055,1.2499837860514666,0.0,0.8910448503742513
4.0,0.8732801038090487,1.1881109421922549,0.8732801038090487,1.25,0.0,0.8880796456264761
5.0,0.30140795260094666,1.1831353486449525,0.30140795260094666,1.2495109617776075,0.0,0.8851243084394558
6.0,0.3154734674231661,1.187706852762576,0.3154734674231661,1.2498581738898509,0.0,0.8821788059760798
7.0,0.14568426801636325,1.1051675275756887,0.14568426801636325,1.2496532106865608,0.0,0.8792431055085128
8.0,0.5207768637368103,1.1525983436035436,0.5207768637368103,1.2497583422522722,0.0,0.8763171744178305
9.0,0.5977156281401554,1.155417760682303,0.5977156281401554,1.2490335991989154,0.0,0.8734009801936573
10.0,0.44205179508331116,1.1413367111303068,0.44205179508331116,1.249964803163095,0.0,0.8704944904338053
11.0,0.5331908564036117,1.1676104116280923,0.5331908564036117,1.2492736518522725,0.0,0.8675976728439139
12.0,0.6388437020554998,1.1640457080107403,0.6388437020554998,1.2491018602278285,0.0,0.8647104952370909
13.0,0.34870928635270526,1.1434116901476878,0.34870928635270526,1.249899130251635,0.0,0.8618329255335557
14.0,0.10825957779031062,1.1369848617226357,0.10825957779031062,1.2498417921528442,0.0,0.858964931760282
15.0,0.2818142641785414,1.1015502221435274,0.2818142641785414,1.2498140715321373,0.0,0.8561064820506427
16.0,0.4847386008584857,1.173884163988133,0.4847386008584857,1.2491007933027083,0.0,0.853257544644056
17.0,0.3947977999932242,1.136238564637175,0.3947977999932242,1.2498033527415273,0.0,0.8504180878856326
18.0,0.6093625954725417,1.1205732466225942,0.6093625954725417,1.2498841506911123,0.0,0.8475880802258239
19.0,0.6180223904065669,1.168142463672678,0.6180223904065669,1.2499264190776291,0.0,0.8447674902200709
20.0,0.38023125792422574,1.168907963268365,0.38023125792422574,1.249420342925824,0.0,0.841956286528456
21.0,0.762495408299062,1.1991862964227962,0.762495408299062,1.2497060521986776,0.0,0.8391544379153535
22.0,0.22475058224858815,1.153638669748597,0.22475058224858815,1.249758845960955,0.0,0.8363619132490833
23.0,0.10828945721715151,1.1568449030788595,0.10828945721715151,1.249310504319827,0.0,0.8335786815015647
24.0,0.5854801116904578,1.173489095083093,0.5854801116904578,1.2497738611268643,0.0,0.8308047117479722
25.0,0.5689936602651049,1.165242906139515,0.5689936602651049,1.2495387164656078,0.0,0.828039973166391
26.0,0.2154656824853122,1.1277602325818532,0.2154656824853122,1.2498888502494603,0.0,0.8252844350374748
27.0,0.0016375760611778531,1.0930816781076111,0.0016375760611778531,1.2499208713126728,0.0,0.8225380667441053
28.0,0.7028455982390626,1.1872852818542272,0.7028455982390626,1.248976017705688,0.0,0.819800837771051
29.0,0.45117826229905034,1.1649568688802143,0.45117826229905034,1.2497193112844764,0.0,0.8170727177046281
30.0,0.5254648089523504,1.1650767867629908,0.5254648089523504,1.2497308042696893,0.0,0.8143536762323635
31.0,0.08035123654415417,1.1392587371356913,0.08035123654415417,1.2497996819070512,0.0,0.8116436831426577
32.0,0.7101975299859133,1.1847217027197559,0.7101975299859133,1.2492627006823764,0.0,0.808942708324448
33.0,0.4235289588490781,1.1916388632511492,0.4235289588490781,1.2488649888755379,0.0,0.8062507217668754
34.0,0.46847198093288517,1.12327627499968,0.46847198093288517,1.249903486881901,0.0,0.8035676935589506
35.0,0.657682038650269,1.1833056659461474,0.657682038650269,1.2499617071143507,0.0,0.8008935938892214
36.0,0.035030282220859243,1.14674117460903,0.035030282220859243,1.2497537712537692,0.0,0.7982283930454418
37.0,0.036631082267527454,1.064854620732547,0.036631082267527454,1.2498238360059275,0.0,0.7955720614142415
38.0,0.7786758204823019,1.1900210440754457,0.7786758204823019,1.249943039739728,0.0,0.7929245694807974
39.0,0.07492809620999402,1.1115055631981359,0.07492809620999402,1.2492596639544955,0.0,0.7902858878285052
40.0,0.41643785851469173,1.1330673638689173,0.41643785851469173,1.2499486416623682,0.0,0.7876559871386527
41.0,0.5411343782192009,1.1989510617690808,0.5411343782192009,1.2494859219114778,0.0,0.7850348381900942
42.0,0.42198079967850227,1.169484929691534,0.42198079967850227,1.2498008362499453,0.0,0.7824224118589252
43.0,0.0589443869292561,1.1143296970152705,0.0589443869292561,1.249580554145912,0.0,0.7798186791181599
44.0,0.1370204986184223,1.1701535094950912,0.1370204986184223,1.249863703727831,0.0,0.7772236110374077
45.0,0.5680098118524418,1.1953264518596574,0.5680098118524418,1.2495627545650534,0.0,0.774637178782552
46.0,0.14532590122657302,1.0409346685358707,0.14532590122657302,1.2497284836015528,0.0,0.7720593536154301
47.0,0.8968537967316228,1.2027214820980618,0.8968537967316228,1.2497395381582765,0.0,0.7694901068935136
48.0,0.7653009107775417,1.1732638401663968,0.7653009107775417,1.249716539786402,0.0,0.7669294100695903
49.0,0.5503633445963428,1.1627082623577922,0.5503633445963428,1.2491615269157457,0.0,0.7643772346914468
50.0,0.49546022052056826,1.1536993248932297,0.49546022052056826,1.2494820589679392,0.0,0.7618335524015527
51.0,1.1292251138501435,1.2256581779703877,1.1292251138501435,1.249821587131855,0.0,0.7592983349367454
52.0,0.041239025050875795,1.1734248038269044,0.041239025050875795,1.2497556323250603,0.0,0.7567715541279157
53.0,0.8601499607117682,1.1860938002922772,0.8601499607117682,1.249949508593074,0.0,0.7542531818996954
54.0,0.16666838656445343,1.106926577908525,0.16666838656445343,1.2499995769127836,0.0,0.7517431902701448
55.0,0.5925361784555084,1.1913575612145948,0.5925361784555084,1.2499824135547684,0.0,0.7492415513504425
56.0,0.7425499834636536,1.1716430640036415,0.7425499834636536,1.2496959026859589,0.0,0.7467482373445744
57.0,0.8924991200246464,1.2147969648358639,0.8924991200246464,1.249879655010136,0.0,0.744263220549026
58.0,0.04940100510672827,1.1641609877854366,0.04940100510672827,1.249581113779027,0.0,0.7417864733524743
59.0,0.08674305807377235,1.1358829446515155,0.08674305807377235,1.2498094197118317,0.0,0.7393179682354802
60.0,0.548371311440333,1.181413368163776,0.548371311440333,1.2493630452897642,0.0,0.7368576777701836
61.0,0.45096182610406094,1.1707653846740103,0.45096182610406094,1.2491896014921122,0.0,0.7344055746199989
62.0,0.06971468851860359,1.1469338325509695,0.06971468851860359,1.2499452699628502,0.0,0.7319616315393098
63.0,0.7842231907844853,1.204002341055481,0.7842231907844853,1.249200065563004,0.0,0.7295258213731683
64.0,0.2172132033365151,1.156666858857579,0.2172132033365151,1.2493505219260903,0.0,0.7270981170569921
65.0,0.09108116826259907,1.1887658044621197,0.09108116826259907,1.249406734047253,0.0,0.7246784916162635
66.0,0.6928030260282051,1.180821730137107,0.6928030260282051,1.2498319503557231,0.0,0.7222669181662307
67.0,0.7688986613065593,1.199668919720747,0.7688986613065593,1.249923841537906,0.0,0.7198633699116082
68.0,0.2874938983572214,1.1712809455424225,0.2874938983572214,1.2499035777016057,0.0,0.7174678201462795
69.0,0.26900746167121,1.1872668496878584,0.26900746167121,1.249631292246898,0.0,0.7150802422530007
70.0,0.1465253564769731,1.1318095291148627,0.1465253564769731,1.2498660607975716,0.0,0.7127006097031034
71.0,0.8996143875562689,1.1975780983402793,0.8996143875562689,1.2488439928583441,0.0,0.7103288960562021
72.0,0.773129941326251,1.207479391744546,0.773129941326251,1.2497983577790444,0.0,0.7079650749598981
73.0,0.25403902923457805,1.1912273980706467,0.25403902923457805,1.2498852205662627,0.0,0.7056091201494884
74.0,0.10836570617465319,1.1086924998048588,0.10836570617465319,1.2498215567560635,0.0,0.7032610054476729
75.0,0.2885514089273737,1.1797085928244648,0.2885514089273737,1.2494469431828712,0.0,0.7009207047642644
76.0,0.6832974569821717,1.1566603820643586,0.6832974569821717,1.2495583411192084,0.0,0.6985881920958976
77.0,0.19169479064688985,1.1355086260575096,0.19169479064688985,1.2498524847807948,0.0,0.6962634415257414
78.0,0.5526461226975513,1.2034832416980161,0.5526461226975513,1.249673550629261,0.0,0.6939464272232096
79.0,0.4061845276201475,1.1644036277719934,0.4061845276201475,1.2498703154851996,0.0,0.6916371234436753
80.0,0.13846467046176175,1.1620884044524618,0.13846467046176175,1.2499785153715604,0.0,0.6893355045281838
81.0,0.10504171229987766,1.1730999854287736,0.10504171229987766,1.2496453223821435,0.0,0.6870415449031678
82.0,0.3328158343593524,1.1502285852107934,0.3328158343593524,1.249065275487897,0.0,0.6847552190801637
83.0,0.4058949434604369,1.1479738949689657,0.4058949434604369,1.2498184751183858,0.0,0.6824765016555272
84.0,0.21478981528634014,1.1178001204345915,0.21478981528634014,1.2495017851558123,0.0,0.6802053673101529
85.0,0.766889746936836,1.2016604568915707,0.766889746936836,1.2493048092990562,0.0,0.6779417908091911
86.0,0.6960604774102798,1.1897711791639585,0.6960604774102798,1.249847284132984,0.0,0.6756857470017686
87.0,0.13599604627519324,1.1856587028182923,0.13599604627519324,1.2497750817469755,0.0,0.6734372108207087
88.0,0.31311703029161486,1.1161539670615597,0.31311703029161486,1.2496715505530522,0.0,0.671196157282253
89.0,0.8808911573215938,1.2192460383033077,0.8808911573215938,1.2498691183361197,0.0,0.6689625614857834
90.0,0.08470424013119607,1.158970739263824,0.08470424013119607,1.2491920922113522,0.0,0.666736398613546
91.0,0.5329725612555277,1.1685943815030087,0.5329725612555277,1.249871617848125,0.0,0.664517643930375
92.0,0.6229883411648985,1.1779282191924085,0.6229883411648985,1.2492397304665288,0.0,0.6623062727834176
93.0,0.2673790953869973,1.1481130450906933,0.2673790953869973,1.2498711731506709,0.0,0.6601022606018603
94.0,0.4689639211311683,1.113126044934957,0.4689639211311683,1.2498644796187435,0.0,0.6579055828966566
95.0,0.2610140630513044,1.1812276559861232,0.2610140630513044,1.2498474829022541,0.0,0.6557162152602537
96.0,0.6307165210561668,1.1797322310021667,0.6307165210561668,1.2497577321758289,0.0,0.6535341333663218
97.0,0.4904311234998648,1.194690531211153,0.4904311234998648,1.2495643567817996,0.0,0.6513593129694845
98.0,0.3470691945682743,1.1698439447326743,0.3470691945682743,1.249695370270898,0.0,0.6491917299050478
99.0,0.454910536890618,1.1743243150700924,0.454910536890618,1.2498850811422233,0.0,0.6470313600887335
100.0,0.7561172225858692,1.203401069913576,0.7561172225858692,1.2498600426130473,0.0,0.6448781795164104
